"num";"region";"country"
"4268";"TAHAA";"NO"
"4269";"MAUPITI";"NO"
"4270";"HUAHINE";"NO"
"4271";"RAIATEA";"NO"
"4277";"RIWIERA ALBAŃSKA";"NO"
"4281";"COSTA DE ALMERIA";"NO"
"4289";"JAWORNIKY";"NO"
"4317";"SAN JUAN";"NO"
"4319";"DAKAR";"NO"
"4331";"PŁN. - ZACH. PROWINCJA";"NO"
"4336";"POIANA BRASOV";"NO"
"4388";"GRECJA ŚRODKOWA";"NO"
"4389";"WÖRTHERSEE";"NO"
"4450";"DANIA POŁUDNIOWA";"NO"
"4452";"ZELANDIA";"NO"
"4473";"PORTO SANTO";"NO"
"4483";"NORMANDIA";"NO"
"4520";"EUROPA ZACHODNIA";"NO"
"4531";"LUZON";"NO"
"4538";"KAIR";"NO"
"4545";"ATOL ADDU";"NO"
"4583";"PÓŁWYSEP MALAJSKI";"NO"
"4584";"MASKAT";"NO"
"4585";"MUSANDAM";"NO"
"4586";"KRONPLATZ";"NO"
"4595";"EUROPA ŚRODKOWA";"NO"
"4597";"WYSPA LASTOVO";"NO"
"4602";"APENINY PÓŁNOCNE";"NO"
"4610";"LUBELSKIE";"NO"
"5690";"TALLIN";"NO"
"5696";"ZURYCH";"NO"
"5697";"MALE ATOL";"NO"
"5698";"ARI ATOL";"NO"
"5705";"RASDHOO ATOL";"NO"
"5706";"LHAVIYANI ATOL";"NO"
"5707";"BAA ATOL";"NO"
"5711";"RAA ATOL";"NO"
"5720";"ANGLIA PŁD. - WSCH.";"NO"
"5736";"WIELKOPOLSKA";"NO"
"5740";"ŚWIĘTOKRZYSKIE";"NO"
"5741";"MAZOWSZE";"NO"
"5743";"KORSYKA";"NO"
"5744";"HAA ALIF";"NO"
"5746";"SŁOWACKI RAJ";"NO"
"5768";"MIŃSK";"NO"
"5798";"NADRENIA";"NO"
"5836";"PATTAYA";"NO"
"5855";"FLANDRIA";"NO"
"5858";"JEZIORO GENEWSKIE";"NO"
"5867";"SURSELVA";"NO"
"5873";"BELGISCH LIMBURG";"NO"
"5875";"WSCHODNIA SZWAJCARIA";"NO"
"5917";"LIMFJORDSLANDET";"NO"
"5945";"DOLINA LOARY";"NO"
"5946";"BURGUNDIA";"NO"
"5948";"ALZACJA";"NO"
"5971";"PROWANSJA";"NO"
"5985";"LEFKADA";"NO"
"6038";"ZUID-HOLLAND";"NO"
"6050";"ALENTEJO";"NO"
"6075";"CZECHY WSCHODNIE";"NO"
"6079";"CZECHY ZACHODNIE";"NO"
"6080";"CZECHY PÓŁNOCNE";"NO"
"6091";"RZYM I LACJUM";"NO"
"6099";"TYROL WSCH.";"NO"
"6107";"AMBERGRIS CAYE";"NO"
"6110";"NIEMCY PŁD.";"NO"
"6121";"TRYDENT-GÓRNA ADYGA";"NO"
"6124";"PD. WŁOCHY";"NO"
"6128";"PATAGONIA";"NO"
"6152";"MORAWY PŁN. I ŚLĄSK";"NO"
"6154";"MORAWY PŁD.";"NO"
"6158";"WYB. ADRIATYKU";"NO"
"6161";"SŁOWACJA PŁN.";"NO"
"6162";"SŁOWACJA PŁD.";"NO"
"6359";"WYSPA SOLTA";"NO"
"6530";"WSCHODNIA PROWINCJA";"NO"
"6532";"HAINAUT";"NO"
"6533";"LIMBURGIA";"NO"
"6534";"LIEGE";"NO"
"6535";"NAMUR";"NO"
"6541";"SZLEZWIK";"NO"
"6542";"ODESSA";"NO"
"6543";"JURA BERNEŃSKA";"NO"
"6549";"WYSOCZYZNA";"NO"
"6597";"PÓŁNOCNA JUTLANDIA";"NO"
"6609";"OBERLAND";"NO"
"6620";"CONNACHT";"NO"
"6627";"BANAT";"NO"
"6636";"BRAN";"NO"
"6639";"SLANIC-MOLDOVA";"NO"
"6651";"CASABLANCA";"NO"
"6719";"SAO VICENTE";"NO"
"6745";"KEFALONIA";"NO"
"6753";"LJUBLJANA";"NO"
"6778";"LA ROMANA";"NO"
"6837";"LOMBOK";"NO"
"6891";"BELFAST";"NO"
"6977";"NORWEGIA WSCHODNIA";"NO"
"7049";"DOHA";"NO"
"7139";"NEVADA";"NO"
"7141";"BONIFACIO";"NO"
"7151";"SOLENZARA";"NO"
"7276";"ARIZONA";"NO"
"7277";"UTAH";"NO"
"7354";"TULUM";"NO"
"7375";"BADALONA";"NO"
"7479";"COSTA TEGUISE";"NO"
"7583";"CALVI";"NO"
"7649";"SINAIA";"NO"
"7651";"KARPATY RUMUŃSKIE";"NO"
"7667";"SAN DONATO IN FRONZANO";"NO"
"7716";"COGOLETO";"NO"
"7718";"MARTYNIKA";"NO"
"7736";"TEXAS";"NO"
"7818";"WIELKA BAHAMA";"NO"
"7977";"CENTRALNA PROWINCJA";"NO"
"8089";"KALININGRAD";"NO"
"8112";"PO?UDNIOWA SZKOCJA";"NO"
"8184";"LUCCA";"NO"
"8189";"IMPRUNETA";"NO"
"8302";"WASHINGTON";"NO"
"8430";"ST. PETERSBURG";"NO"
"8464";"AL AIN";"NO"
"8621";"ONTARIO";"NO"
"8722";"NORTH MALE ATOLL";"NO"
"8741";"MEEMU ATOLL";"NO"
"8746";"NANTES";"NO"
"8893";"OCHO RIOS";"NO"
"8966";"CASTIGLIONCELLO";"NO"
"9078";"CACERES";"NO"
"9080";"ÁVILA";"NO"
"9497";"TOBAGO";"NO"
"9568";"QUEBECK";"NO"
"9638";"CAPRIVI";"NO"
"9764";"SAAREMAA";"NO"
"9824";"NEW YORK";"NO"
"10255";"JEREZ DE LA FRONTERA";"NO"
"10279";"LUIZJANA";"NO"
"10289";"SUR";"NO"
"10292";"WAHIBA SANDS";"NO"
"10310";"MUNSTER";"NO"
"10364";"BALNEO";"NO"
"10388";"LONDRA";"NO"
"10524";"MAGLIANO IN TOSCANA (GR.)";"NO"
"10602";"BRASOV";"NO"
"10611";"SIBIU";"NO"
"10620";"SUCEAVA";"NO"
"10650";"ORADEA";"NO"
"10670";"CARIBBEAN";"NO"
"10671";"SOUTH AMERICA";"NO"
"10673";"FAR EAST";"NO"
"10676";"GRANDVALIRA";"NO"
"10918";"LŠSKIE";"NO"
"10919";"LITWA WSCHODNIA";"NO"
"10920";"ZATOKA FIŃSKA";"NO"
"10921";"FINLANDIA ŚRODKOWA";"NO"
"10922";"LEINSTER";"NO"
"10926";"LITWA POŁUDNIOWA";"NO"
"37827";"MAHAJANGA";"NO"
"37846";"MASYW CENTRALNY";"NO"
"37847";"DIEKRICH";"NO"
"37848";"GREVENMACHER";"NO"
"37849";"HOLANDIA PÓŁNOCNA";"NO"
"37850";"POŁUDNIOWA HOLANDIA";"NO"
"37852";"PRESZÓW";"NO"
"37853";"KOSICE";"NO"
"37856";"KORNWALIA";"NO"
"37858";"ANGLIA WSCHODNIA";"NO"
"37860";"YORKSHIRE";"NO"
"37864";"MONTANHAS";"NO"
"37869";"ST. MAARTEN";"NO"
"37871";"DOLINA GARONNY";"NO"
"37873";"ANGLIA PŁD. - ZACH.";"NO"
"37875";"ANGLIA PN. - ZACH.";"NO"
"37896";"LOTARYNGIA";"NO"
"37898";"EMILIA-ROMANIA";"NO"
"37955";"KASTYLIA - LA MANCHA";"NO"
"37956";"KASTYLIA - LEON";"NO"
"37957";"ARAGONIA";"NO"
"37958";"SZAMPANIA";"NO"
"37959";"PÓŁNOCNA FRANCJA";"NO"
"37964";"BUKARESZT";"NO"
"38290";"PARAIBA";"NO"
"38295";"CARTAGO";"NO"
"38300";"KERALA";"NO"
"38301";"KOLORADO";"NO"
"38312";"PLAYA JIBACOA";"NO"
"38325";"DHOFAR";"NO"
"38336";"KO CHANG";"NO"
"38347";"SÜDAFRIKA GAUTENG";"NO"
"38349";"TRANSWAL";"NO"
"38350";"ORANIA";"NO"
"38351";"PRZYL?DEK PÓ?NOCNY";"NO"
"38352";"PRZYL?DEK WSCHODNI";"NO"
"38353";"PRZYL?DEK ZACHODNI";"NO"
"38354";"ANTWERPIA";"NO"
"38357";"ST. BARTHELEMY";"NO"
"38358";"ANGUILLA";"NO"
"38360";"POHJANMAA";"NO"
"38362";"BAZYLIKATA";"NO"
"38376";"WSCHODNIE PORTO RICO";"NO"
"38384";"PÓŁNOCNA SZWECJA";"NO"
"38385";"POŁUDNIOWA SZWECJA";"NO"
"38387";"WIRGINIA";"NO"
"38388";"PENSYLWANIA";"NO"
"38389";"OREGON";"NO"
"38390";"PÓŁNOCNA KAROLINA";"NO"
"38391";"POŁUDNIOWA KAROLINA";"NO"
"38393";"NOWY MEKSYK";"NO"
"38394";"COSTA DE PRATA";"NO"
"38396";"ESTREMADURA";"NO"
"38397";"TRANSYLVANIA";"NO"
"38402";"HESJA";"NO"
"38410";"NIKOZJA";"NO"
"38412";"ANTARKTYDA";"NO"
"38413";"KOLUMBIA BRYTYJSKA";"NO"
"38417";"PORT ANTONIO";"NO"
"38418";"LONG BAY";"NO"
"38419";"KINGSTON";"NO"
"38420";"WYSPA PÓŁNOCNA";"NO"
"38423";"TENNESSEE";"NO"
"38424";"GEORGIA";"NO"
"38425";"NILANDHE ATOL";"NO"
"38429";"BERNO";"NO"
"38430";"WYSPA POŁUDNIOWA";"NO"
"38431";"BOA VISTA";"NO"
"38433";"WASZYNGTON";"NO"
"38437";"LITWA ZACHODNIA";"NO"
"38438";"LITWA ŚRODKOWA";"NO"
"38439";"WASZYNGTON D. C.";"NO"
"38440";"PÓŁNOCNA SZKOCJA";"NO"
"38442";"MICHIGAN";"NO"
"38443";"MONTANA";"NO"
"38445";"SANTIAGO";"NO"
"38446";"RYGA";"NO"
"38447";"LIWLANDIA";"NO"
"38448";"SEMIGALIA";"NO"
"38449";"KURLANDIA";"NO"
"38450";"ŁATGALIA";"NO"
"38452";"WYBRZEŻE AZOWSKIE";"NO"
"38453";"WYSPY NORMANDZKIE";"NO"
"38454";"GRENADA";"NO"
"38455";"WYSPA FREGATE";"NO"
"38456";"FOGO";"NO"
"38457";"ALAJUELA";"NO"
"38458";"LIMON";"NO"
"38459";"HEREDIA";"NO"
"38460";"ZACHODNIE PUERTO RICO";"NO"
"38461";"MISSOURI";"NO"
"38463";"WYOMING";"NO"
"38465";"MANZINI";"NO"
"38470";"LITWA PÓŁNOCNA";"NO"
"38473";"ALBERTA";"NO"
"38475";"NORWEGIA ZACHODNIA";"NO"
"38486";"NYANZA";"NO"
"38495";"GÓRY TROODOS";"NO"
"38496";"KARAS";"NO"
"38543";"OSHANA";"NO"
"38544";"ERONGO";"NO"
"38545";"KHOMAS";"NO"
"38567";"AMERYKA PÓŁNOCNA";"NO"
"38590";"LONG ISLAND";"NO"
"38622";"KRAJ BASKÓW";"NO"
"38626";"ARDECHE/DR.ME";"NO"
"38645";"TOAMASINA";"NO"
"38664";"NEW HAMPSHIRE";"NO"
"38665";"VERMONT";"NO"
"38666";"MAINE";"NO"
"38667";"RHODE ISLAND";"NO"
"38669";"MARYLAND";"NO"
"38672";"NEW JERSEY";"NO"
"38674";"ANTSIRANANA";"NO"
"38675";"SPORADY PÓŁNOCNE";"NO"
"38689";"PORTO VECCHIO CEDEX";"NO"
"38701";"ZIELONE WYBRZE?E";"NO"
"38706";"ILLINOIS";"NO"
"38723";"PEMBROKE";"NO"
"38725";"GWYNEDD";"NO"
"38727";"ANTRIM";"NO"
"38730";"FERMANAGH";"NO"
"38732";"DOWN";"NO"
"38742";"GRENLANDIA";"NO"
"38743";"ŚRODKOWA SZWECJA";"NO"
"38744";"NORWEGIA ŚRODKOWA";"NO"
"38747";"PÓŁNOCNY IZRAEL";"NO"
"38749";"DOLINA PETRY";"NO"
"38753";"LAS CZESKI";"NO"
"38759";"CENTRALNY IZRAEL";"NO"
"38791";"KHAO LAK";"NO"
"38793";"FLORENCJA";"NO"
"38796";"WYSPY LIPARYJSKIE";"NO"
"38820";"KARPATY UKRAI?SKIE";"NO"
"38826";"DYSTRYKT LUKSEMBURG";"NO"
"38846";"AT TAFILAH";"NO"
"38847";"AL KARAK";"NO"
"38866";"DOLINA PARANY";"NO"
"38890";"YALIKAVAK-GUNDOGAN-GOLTURKBUKU";"NO"
"38898";"HIMALAJE INDYJSKIE";"NO"
"38905";"WYBRZE?E MALABARSKIE";"NO"
"38908";"LAANEMAA";"NO"
"38911";"JARVAMAA";"NO"
"38912";"UGANDI";"NO"
"38913";"VIRUMAA";"NO"
"38914";"MOHU";"NO"
"38918";"ANATOLIA WSCHODNIA";"NO"
"39008";"BURGOS";"NO"
"39051";"DURRES";"NO"
"39070";"NIZINA NADDUNAJSKA";"NO"
"39073";"PAMPOROVO";"NO"
"39074";"PIRIN";"NO"
"39105";"WITEBSKI";"NO"
"39106";"GRODZIE?SKI";"NO"
"39108";"MOHYLEWSKI";"NO"
"39109";"BRZESKI";"NO"
"39110";"HOMELSKI";"NO"
"39124";"NIZINA NADKASPIJSKA";"NO"
"39195";"WYSPA BIRD";"NO"
"39198";"WIELKI RÓW";"NO"
"39201";"WY?YNA KENIJSKA";"NO"
"39202";"TSAVO";"NO"
"39203";"WYBRZE?E MOMBASY";"NO"
"39204";"WYBRZE?E MALINDI";"NO"
"39205";"WYBRZE?E LAMU";"NO"
"39207";"PENNSYLVANIA";"NO"
"39210";"WYBRZE?E ?Ó?TE";"NO"
"39259";"TIROLO";"NO"
"39265";"VALLESE";"NO"
"39266";"ALPI VODESI";"NO"
"39267";"FRIBORGO";"NO"
"39268";"LAGO LEMANO";"NO"
"39271";"SVIZZERA CENTRALE";"NO"
"39274";"REGIONE DEL LAGO DI ZURIGO";"NO"
"39281";"VETTE DI BOEMIA E MORAVIA";"NO"
"39283";"ZLIN E DINTORNI";"NO"
"39292";"MAR BALTICO";"NO"
"39305";"SYDOSTJYLLAND";"NO"
"39312";"PAESI BASCHI";"NO"
"39330";"HÉRAULT-AUDE";"NO"
"39333";"PROVENZA";"NO"
"39334";"COSTA AZZURRA";"NO"
"39337";"DELFINATO";"NO"
"39338";"SAVOIA - ALTA SAVOIA";"NO"
"39339";"ALPI DEL SUD";"NO"
"39347";"SCOZIA";"NO"
"39352";"QUARNERO/ISOLE";"NO"
"39356";"GORSKI KOTAR E LIKA";"NO"
"39368";"LAGO DI COMO-LOMBARDIA";"NO"
"39377";"SARDEGNA";"NO"
"39382";"MASURIA";"NO"
"39385";"SLESIA";"NO"
"39394";"ZILINA E DINTORNI";"NO"
"39401";"CENTRAL WEST FLORIDA";"NO"
"39441";"SAWONIA";"NO"
"39446";"WYBRZEŻE KRASNODARSKIE";"NO"
"39447";"MA AN";"NO"
"39450";"PO?UDNIOWE PIRENEJE";"NO"
"39487";"DELTA OKAWANGO";"NO"
"39488";"CHOBE";"NO"
"39570";"LOUISIANA";"NO"
"39585";"BAJA CALIFORNIA";"NO"
"39629";"SOUTH CAROLINA";"NO"
"39633";"YUCATAN";"NO"
"39649";"NORTH CAROLINA";"NO"
"39672";"BAZYLEA";"NO"
"39715";"MARANHAO";"NO"
"39724";"WŁADYSŁAWOWO";"NO"
"39746";"WYBRZE?E HAWANY";"NO"
"39747";"ZATOKA BAFABANO";"NO"
"39749";"CAMAGUEY";"NO"
"39752";"SIERRA MAESTRA";"NO"
"39753";"ZATOKA TANGERSKA";"NO"
"39756";"ATLAS ?RODKOWY";"NO"
"39757";"ATLAS WYSOKI";"NO"
"39759";"ANTYATLAS";"NO"
"39760";"SAHARA MAROKA?SKA";"NO"
"39763";"NIZINA DAKKALA";"NO"
"39764";"SZWAJCARIA PŁD.";"NO"
"39765";"SZWAJCARIA PŁN.";"NO"
"39766";"SZWAJCARIA CENTRALNA";"NO"
"39767";"CZARNOGÓRA: REJSY WYCIECZKOWE";"NO"
"39784";"SZWAJCARIA WSCH.";"NO"
"39802";"AMAZONIA BRAZYLIJSKA";"NO"
"39804";"SERRA DO ESPINHACO";"NO"
"39806";"SERRA DO MAR";"NO"
"39808";"MATO GROSSO";"NO"
"39816";"NIZINA WO?OSKA";"NO"
"39830";"NIEMCY WSCH.";"NO"
"39942";"COLORADO";"NO"
"39943";"OHIO";"NO"
"39944";"NEW MEXICO";"NO"
"39945";"OKLAHOMA";"NO"
"39946";"ALABAMA";"NO"
"39970";"VIRGINIA";"NO"
"40066";"MAPUTO";"NO"
"40085";"WYSPA WIELKANOCNA";"NO"
"40089";"ANDY CHILIJSKIE";"NO"
"40109";"ARAD";"NO"
"40112";"IDAHO";"NO"
"40114";"OAHU";"NO"
"40115";"HAWAII";"NO"
"40133";"SOUTH DAKOTA";"NO"
"40150";"NORTH DAKOTA";"NO"
"40164";"SATU MARE";"NO"
"40248";"SIERRA MADRE DEL SUR";"NO"
"40252";"WYŻYNA MEKSYKAŃSKA";"NO"
"40277";"DOLNY EGIPT";"NO"
"40282";"ETELAE-SAVO";"NO"
"40283";"KESKI-SUOMI";"NO"
"40284";"POHJOIS-POHJANMAA KAINUU";"NO"
"40285";"HAEME PIRKANMAA";"NO"
"40286";"LAPPI";"NO"
"40288";"KYMENLAAKSO ETELAE-KARJALA";"NO"
"40289";"VARSINAIS-SUOMI SATAKUNTA";"NO"
"40357";"FERNANDO DE NORONHA";"NO"
"40371";"MOZAMBIK PO?UDNIOWY";"NO"
"40372";"TURKS & CAICOS";"NO"
"40374";"ARCHIPELAG LOS ROQUES";"NO"
"40384";"SERENGETI";"NO"
"40386";"TANZANIA CENTRALNA";"NO"
"40402";"ZAMBIA CENTRALNA";"NO"
"40410";"TSAKI BENITSES";"NO"
"40425";"AGIOS LOANNIS PARELION";"NO"
"40451";"P?ASKOWY? MATABELE";"NO"
"40547";"TRENCZYN";"NO"
"40552";"ZATOKA OMA?SKA";"NO"
"40553";"GÓRY HAJAR";"NO"
"40554";"ZATOKA MASIRAH";"NO"
"40575";"WYSPA PHU QUOC";"NO"
"40583";"WY?YNA TAY NGUYEN";"NO"
"40585";"WYBRZE?E MORZA PO?UDNIOWOCHI?SKIEGO";"NO"
"40591";"ZATOKA KYONGGI";"NO"
"40594";"WYBRZE?E MORZA JAPO?SKIEGO";"NO"
"40599";"JEJU";"NO"
"40600";"CIE?NINA KOREA?SKA";"NO"
"40623";"WYSPY LOJALNO?CI";"NO"
"40624";"WYSPA ILE DES PINS";"NO"
"40625";"NUMEA";"NO"
"40730";"VANUA LEVU";"NO"
"40733";"WYSPY LOMAIVITI";"NO"
"40735";"VITI LEVU";"NO"
"40737";"WĘGRY ZACHODNIE";"NO"
"40738";"WIELKA NIZINA W?GIERSKA";"NO"
"40809";"ŚRODKOWE PUERTO RICO";"NO"
"40847";"SANTO ANTAO";"NO"
"40942";"SENIOR - COSTA BRAVA";"NO"
"40943";"MORZE KARAIBSKIE";"NO"
"40944";"SAINT VINCENT I GRENADYNY";"NO"
"40998";"BUZAU";"NO"
"41013";"WSCHODNIE CIBAO";"NO"
"41014";"WYSPA SAONA";"NO"
"41026";"APULIEN/BASILIKATA";"NO"
"41074";"VALLE AURINA";"NO"
"41094";"GÓRY ACARAI";"NO"
"41103";"RWANDA ZACHODNIA";"NO"
"41121";"PITZ";"NO"
"41122";"VALE BREMBANA";"NO"
"41124";"MONTENERO (LI)";"NO"
"41125";"BLACK SEA";"NO"
"41126";"RISHIKESH";"NO"
"41160";"RASUN ANTERSELVA";"NO"
"41161";"MAREBBE";"NO"
"41162";"NUNGWI BEACH";"NO"
"41163";"DIANI";"NO"
"41164";"UROA";"NO"
"41169";"SAN PEDRO DE MACORIS";"NO"
"41170";"JAMAICA";"NO"
"41175";"COSTA TUNISINA";"NO"
"41179";"MAROCCO";"NO"
"41180";"MALDIVE";"NO"
"41182";"TURCHIA";"NO"
"41183";"TOUR";"NO"
"41184";"CROCIERE";"NO"
"41185";"LAS VEGAS";"NO"
"41186";"BAHAMAS";"NO"
"41187";"ISOLE VERGINI";"NO"
"41188";"MOZAMBICO";"NO"
"41189";"CITTA DEL CAPO";"NO"
"41192";"PARCO KRUGER";"NO"
"41194";"CASCATE VITTORIA";"NO"
"41195";"PARCHI DEL BOTSWANA";"NO"
"41196";"CASTAWAY";"NO"
"41197";"MATAMANOA";"NO"
"41198";"YASAWA";"NO"
"41199";"PARCHI E RISERVE";"NO"
"41200";"CHICAGO";"NO"
"41201";"BIG ISLAND";"NO"
"41204";"I PARCHI DELLO UTAH";"NO"
"41214";"MALOLO ISLAND";"NO"
"41215";"ILE DES PINES";"NO"
"41220";"TERYTORIUM POLNOCNE";"NO"
"41266";"SELOUS";"NO"
"41267";"PARCHI";"NO"
"41323";"OPORTO";"NO"
"41326";"BENI MELLAL";"NO"
"41327";"MIDELT";"NO"
"41328";"LA CORUNA";"NO"
"41329";"RUSSIA";"NO"
"41333";"ALGECIRAS";"NO"
"41334";"ALMAGRO";"NO"
"41340";"CADICE";"NO"
"41345";"ANTIGUA & BARBUDA";"NO"
"41445";"BITEZ-BODRUM";"NO"
