"id";"name";"parentid";"mdsval";"lastapperance"
"1";"CZECHY";"0";"9:";"2012-11-05 15:00:10"
"2";"CZECHY WSCHODNIE";"1";"9_6075";"2012-11-05 15:00:01"
"3";"PORTUGALIA";"0";"31:";"2012-11-05 15:00:11"
"4";"ALGARVE";"3";"31_1321";"2012-11-05 15:00:10"
"5";"SZUMAWY";"1";"9_3000";"2012-11-05 15:00:10"
"6";"CZECHY PÓŁNOCNE";"1";"9_6080";"2012-11-05 15:00:01"
"7";"CHORWACJA";"0";"5:";"2012-11-05 15:00:11"
"8";"DALMACJA";"7";"5_44";"2012-11-05 15:00:01"
"9";"PRAGA";"1";"9_2197";"2012-11-05 15:00:10"
"10";"SŁOWACJA";"0";"61:";"2012-11-05 15:00:11"
"11";"SŁOWACJA PŁN.";"10";"61_6161";"2012-11-05 15:00:01"
"12";"COSTA VERDE";"3";"31_3874";"2012-11-05 15:00:10"
"13";"HOLANDIA";"0";"284:";"2012-11-05 15:00:11"
"14";"POŁUDNIOWA HOLANDIA";"13";"284_37850";"2012-11-05 15:00:10"
"15";"DALMACJA PÓŁNOCNA";"7";"5_1748";"2012-11-05 15:00:10"
"16";"STANY ZJEDNOCZONE";"0";"3629:";"2012-11-05 15:00:11"
"17";"NEVADA";"16";"3629_7139";"2012-11-05 15:00:11"
"18";"MALTA";"0";"26:";"2012-11-05 15:00:10"
"19";"WYSPA MALTA";"18";"26_4100";"2012-11-05 15:00:10"
"20";"NISKIE TATRY";"10";"61_1084";"2012-11-05 15:00:10"
"21";"MORAWY PŁN. I ŚLĄSK";"1";"9_6152";"2012-11-05 15:00:01"
"22";"FRANCJA";"0";"13:";"2012-11-05 15:00:11"
"23";"KORSYKA";"22";"13_5743";"2012-11-05 15:00:10"
"24";"BUŁGARIA";"0";"3:";"2012-11-05 15:00:11"
"25";"SŁONECZNY BRZEG";"24";"3_200";"2012-11-05 15:00:08"
"26";"CZARNOGORA";"0";"8:";"2012-11-05 15:00:01"
"27";"RIWIERA CZARNOGORSKA";"26";"8_1499";"2012-11-05 15:00:01"
"28";"HISZPANIA";"0";"15:";"2012-11-05 15:00:11"
"29";"MAJORKA";"28";"15_105";"2012-11-05 15:00:10"
"30";"MADERA";"3";"31_1776";"2012-11-05 15:00:10"
"31";"WYSPA PAG";"7";"5_1213";"2012-11-05 15:00:10"
"32";"LA PALMA";"28";"15_2625";"2012-11-05 15:00:10"
"33";"TURCJA";"0";"39:";"2012-11-05 15:00:11"
"34";"SIDE";"33";"39_156";"2012-11-05 15:00:11"
"35";"TAJLANDIA";"0";"49:";"2012-11-05 15:00:11"
"36";"PATTAYA";"35";"49_5836";"2012-11-05 15:00:08"
"37";"KALIFORNIA";"16";"3629_2733";"2012-11-05 15:00:11"
"38";"FLORYDA";"16";"3629_2731";"2012-11-05 15:00:10"
"39";"CZESKIE KARKONOSZE";"1";"9_3600";"2012-11-05 15:00:10"
"40";"UTAH";"16";"3629_7277";"2012-11-05 15:00:11"
"41";"NIEMCY";"0";"58:";"2012-11-05 15:00:10"
"42";"MEKLEMBURGIA";"41";"58_4014";"2012-11-05 15:00:10"
"43";"NADRENIA";"41";"58_5798";"2012-11-05 15:00:10"
"44";"WYB. ADRIATYKU";"26";"8_6158";"2012-11-05 15:00:01"
"45";"KVARNER";"7";"5_92";"2012-11-05 15:00:10"
"46";"CZECHY RODKOWE";"1";"9_1717";"2012-11-05 15:00:10"
"47";"TENERYFA";"28";"15_176";"2012-11-05 15:00:10"
"48";"KHAO LAK";"35";"49_38791";"2012-11-05 15:00:11"
"49";"IBIZA";"28";"15_2624";"2012-11-05 15:00:10"
"50";"CZECHY ZACHODNIE";"1";"9_6079";"2012-11-05 15:00:01"
"51";"MORAWY PŁD.";"1";"9_6154";"2012-11-05 15:00:01"
"52";"PÓŁNOCNA KAROLINA";"16";"3629_38390";"2012-11-05 15:00:08"
"53";"DOLNA SAKSONIA";"41";"58_3293";"2012-11-05 15:00:10"
"54";"BERLIN";"41";"58_1402";"2012-11-05 15:00:10"
"55";"ISTRIA";"7";"5_65";"2012-11-05 15:00:10"
"56";"KANADA";"0";"414:";"2012-11-05 15:00:11"
"57";"KOLUMBIA BRYTYJSKA";"56";"414_38413";"2012-11-05 15:00:11"
"58";"AUSTRIA";"0";"1:";"2012-11-05 15:00:11"
"59";"TYROL";"58";"1_1208";"2012-11-05 15:00:10"
"60";"ALANYA";"33";"39_3";"2012-11-05 15:00:11"
"61";"ARIZONA";"16";"3629_7276";"2012-11-05 15:00:11"
"62";"WASZYNGTON";"16";"3629_38433";"2012-11-05 15:00:08"
"63";"LANZAROTE";"28";"15_93";"2012-11-05 15:00:10"
"64";"WĘGRY";"0";"41:";"2012-11-05 15:00:10"
"65";"BUDAPESZT";"64";"41_1463";"2012-11-05 15:00:10"
"66";"KOLORADO";"16";"3629_38301";"2012-11-05 15:00:08"
"67";"ONTARIO";"56";"414_8621";"2012-11-05 15:00:11"
"68";"SAKSONIA";"41";"58_3412";"2012-11-05 15:00:10"
"69";"BAWARIA";"41";"58_3343";"2012-11-05 15:00:10"
"70";"ESTONIA";"0";"65:";"2012-11-05 15:00:10"
"71";"TALLIN";"70";"65_5690";"2012-11-05 15:00:08"
"72";"NOWA ZELANDIA";"0";"417:";"2012-11-05 15:00:11"
"73";"WYSPA PÓŁNOCNA";"72";"417_38420";"2012-11-05 15:00:11"
"74";"ILLINOIS";"16";"3629_38706";"2012-11-05 15:00:11"
"75";"FUERTEVENTURA";"28";"15_50";"2012-11-05 15:00:10"
"76";"CYPR";"0";"6:";"2012-11-05 15:00:10"
"77";"GÓRY TROODOS";"76";"6_38495";"2012-11-05 15:00:08"
"78";"MORAWY";"1";"9_2972";"2012-11-05 15:00:10"
"79";"PAPHOS";"76";"6_127";"2012-11-05 15:00:10"
"80";"TUNEZJA";"0";"38:";"2012-11-05 15:00:10"
"81";"DJERBA";"80";"38_45";"2012-11-05 15:00:08"
"82";"AZORY";"3";"31_3291";"2012-11-05 15:00:10"
"83";"SZLEZWIK";"41";"58_6541";"2012-11-05 15:00:10"
"84";"CZECHY POŁUDNIOWE";"1";"9_2741";"2012-11-05 15:00:10"
"85";"WYBRZEŻE LIZBOŃSKIE";"3";"31_2653";"2012-11-05 15:00:10"
"86";"COSTA DE ALMERIA";"28";"15_4281";"2012-11-05 15:00:10"
"87";"KARYNTIA";"58";"1_950";"2012-11-05 15:00:10"
"88";"EGIPT";"0";"11:";"2012-11-05 15:00:11"
"89";"HURGHADA";"88";"11_64";"2012-11-05 15:00:10"
"90";"GRECJA";"0";"14:";"2012-11-05 15:00:11"
"91";"KRETA";"90";"14_89";"2012-11-05 15:00:10"
"92";"COSTA DE LA LUZ";"28";"15_1139";"2012-11-05 15:00:10"
"93";"WŁOCHY";"0";"44:";"2012-11-05 15:00:11"
"94";"KRONPLATZ";"93";"44_4586";"2012-11-05 15:00:10"
"95";"ANTALYA";"33";"39_14";"2012-11-05 15:00:08"
"96";"HAMMAMET";"80";"38_57";"2012-11-05 15:00:08"
"97";"NOWY JORK";"16";"3629_2546";"2012-11-05 15:00:10"
"98";"WIETNAM";"0";"3030:";"2012-11-05 15:00:10"
"99";"WY?YNA TAY NGUYEN";"98";"3030_40583";"2012-11-05 15:00:08"
"100";"POLSKA";"0";"59:";"2012-11-05 15:00:11"
"101";"MAZOWSZE";"100";"59_5741";"2012-11-05 15:00:10"
"102";"DANIA";"0";"56:";"2012-11-05 15:00:10"
"103";"ŚRODKOWA JUTLANDIA";"102";"56_3653";"2012-11-05 15:00:10"
"104";"CHINY";"0";"197:";"2012-11-05 15:00:10"
"105";"SZANGHAJ";"104";"197_3431";"2012-11-05 15:00:08"
"106";"ŁOTWA";"0";"6121:";"2012-11-05 15:00:09"
"107";"KURLANDIA";"106";"6121_38449";"2012-11-05 15:00:08"
"108";"BANGKOK";"35";"49_21";"2012-11-05 15:00:08"
"109";"AUSTRALIA";"0";"411:";"2012-11-05 15:00:11"
"110";"QUEENSLAND";"109";"411_3638";"2012-11-05 15:00:11"
"111";"SUDETY";"100";"59_3781";"2012-11-05 15:00:10"
"112";"LARNAKA";"76";"6_94";"2012-11-05 15:00:08"
"113";"NEW JERSEY";"16";"3629_38672";"2012-11-05 15:00:11"
"114";"ALPY BAWARSKIE";"41";"58_3720";"2012-11-05 15:00:10"
"115";"PORT EL KANTAOUI";"80";"38_168";"2012-11-05 15:00:08"
"116";"BADEN";"41";"58_3577";"2012-11-05 15:00:10"
"117";"WYSPA GOZO";"18";"26_4103";"2012-11-05 15:00:09"
"118";"ANDALUZJA";"28";"15_13";"2012-11-05 15:00:10"
"119";"KALABRIA";"93";"44_1279";"2012-11-05 15:00:10"
"120";"LUIZJANA";"16";"3629_10279";"2012-11-05 15:00:11"
"121";"COSTA DEL SOL";"28";"15_40";"2012-11-05 15:00:10"
"122";"COSTA BRAVA";"28";"15_39";"2012-11-05 15:00:10"
"123";"GRAN CANARIA";"28";"15_55";"2012-11-05 15:00:10"
"124";"LIZBONA";"3";"31_1491";"2012-11-05 15:00:10"
"125";"INDONEZJA";"0";"413:";"2012-11-05 15:00:09"
"126";"LOMBOK";"125";"413_6837";"2012-11-05 15:00:08"
"127";"MAROKO";"0";"27:";"2012-11-05 15:00:11"
"128";"MARRAKESZ";"127";"27_4232";"2012-11-05 15:00:08"
"129";"COSTA DORADO";"28";"15_2064";"2012-11-05 15:00:10"
"130";"RZYM";"93";"44_1450";"2012-11-05 15:00:10"
"131";"TOSKANIA";"93";"44_1259";"2012-11-05 15:00:10"
"132";"MONTANHAS";"3";"31_37864";"2012-11-05 15:00:10"
"133";"KAMPANIA";"93";"44_1740";"2012-11-05 15:00:10"
"134";"ALENTEJO";"3";"31_6050";"2012-11-05 15:00:10"
"135";"POŁUDNIOWA KAROLINA";"16";"3629_38391";"2012-11-05 15:00:08"
"136";"ZATOKA BISKAJSKA";"22";"13_3604";"2012-11-05 15:00:10"
"137";"GEORGIA";"16";"3629_38424";"2012-11-05 15:00:11"
"138";"ATENY";"90";"14_1448";"2012-11-05 15:00:10"
"139";"NOWA SZKOCJA";"56";"414_38427";"2012-10-28 06:00:01"
"140";"RUMUNIA";"0";"32:";"2012-11-05 15:00:11"
"141";"KARPATY RUMUŃSKIE";"140";"32_7651";"2012-11-05 15:00:08"
"142";"COSTA BLANCA";"28";"15_2063";"2012-11-05 15:00:10"
"143";"PENSYLWANIA";"16";"3629_38388";"2012-11-05 15:00:11"
"144";"RODOS";"90";"14_150";"2012-11-05 15:00:10"
"145";"SEMIGALIA";"106";"6121_38448";"2012-11-05 15:00:08"
"146";"KUSADASI";"33";"39_1458";"2012-11-05 15:00:11"
"147";"ALBERTA";"56";"414_38473";"2012-11-05 15:00:11"
"148";"SRI LANKA";"0";"36:";"2012-11-05 15:00:09"
"149";"ZACHODNIA PROWINCJA";"148";"36_4104";"2012-11-05 15:00:08"
"150";"AGADIR";"127";"27_2";"2012-11-05 15:00:09"
"151";"COSTA DE PRATA";"3";"31_38394";"2012-11-05 15:00:10"
"152";"KOS";"90";"14_84";"2012-11-05 15:00:09"
"153";"IRLANDIA";"0";"291:";"2012-11-05 15:00:10"
"154";"DUBLIN";"153";"291_1496";"2012-11-05 15:00:09"
"155";"BELEK";"33";"39_23";"2012-11-05 15:00:11"
"156";"VICTORIA";"109";"411_3641";"2012-11-05 15:00:11"
"157";"REPUBLIKA ZIELONEGO PRZYLĄDKA";"0";"801:";"2012-11-05 15:00:10"
"158";"SAL";"157";"801_3555";"2012-11-05 15:00:09"
"159";"PEKIN";"104";"197_2819";"2012-11-05 15:00:09"
"160";"SARDYNIA";"93";"44_1273";"2012-11-05 15:00:10"
"161";"MAHDIA";"80";"38_104";"2012-11-05 15:00:09"
"162";"LAZUROWE WYBRZEŻE";"22";"13_2066";"2012-11-05 15:00:10"
"163";"MASSACHUSETTS";"16";"3629_2735";"2012-11-05 15:00:10"
"164";"POMORZE ZACHODNIE";"100";"59_3808";"2012-11-05 15:00:10"
"165";"KAIR";"88";"11_4538";"2012-11-05 15:00:09"
"166";"REPUBLIKA POŁUDNIOWEJ AFRYKI";"0";"2598:";"2012-11-05 15:00:11"
"167";"PRZYL?DEK ZACHODNI";"166";"2598_38353";"2012-11-05 15:00:11"
"168";"NICEA";"22";"13_3380";"2012-11-05 15:00:10"
"169";"RYGA";"106";"6121_38446";"2012-11-05 15:00:09"
"170";"NOWA POŁUDNIOWA WALIA";"109";"411_3637";"2012-11-05 15:00:11"
"171";"WIEDEŃ I OKOLICE";"58";"1_187";"2012-11-05 15:00:10"
"172";"ATTYKA";"90";"14_3344";"2012-11-05 15:00:09"
"173";"TRENTINO";"93";"44_1227";"2012-11-05 15:00:10"
"174";"WYSPA CRES";"7";"5_2377";"2012-11-05 15:00:10"
"175";"MALEZJA";"0";"2599:";"2012-11-05 15:00:10"
"176";"KUALA LUMPUR";"175";"2599_91";"2012-11-05 15:00:09"
"177";"PRZYL?DEK PÓ?NOCNY";"166";"2598_38351";"2012-11-05 15:00:09"
"178";"SYCYLIA";"93";"44_175";"2012-11-05 15:00:10"
"179";"CZARNOGÓRA: REJSY WYCIECZKOWE";"26";"8_39767";"2012-11-05 15:00:01"
"180";"MICHIGAN";"16";"3629_38442";"2012-11-05 15:00:11"
"181";"MARCHE";"93";"44_1356";"2012-11-05 15:00:10"
"182";"MEKSYK";"0";"29:";"2012-11-05 15:00:11"
"183";"CANCUN";"182";"29_31";"2012-11-05 15:00:10"
"184";"BALI";"125";"413_20";"2012-11-05 15:00:09"
"185";"PARYŻ";"22";"13_1799";"2012-11-05 15:00:10"
"186";"HESJA";"41";"58_38402";"2012-11-05 15:00:10"
"187";"AYIA NAPA";"76";"6_17";"2012-11-05 15:00:09"
"188";"ROSJA";"0";"67:";"2012-11-05 15:00:11"
"189";"SANKT PETERSBURG";"188";"67_3783";"2012-11-05 15:00:10"
"190";"HAWAJE";"16";"3629_2732";"2012-11-05 15:00:11"
"191";"ANGLIA";"0";"288:";"2012-11-05 15:00:11"
"192";"LONDYN";"191";"288_1478";"2012-11-05 15:00:10"
"193";"WIRGINIA";"16";"3629_38387";"2012-11-05 15:00:10"
"194";"WĘGRY ZACHODNIE";"64";"41_40737";"2012-11-05 15:00:10"
"195";"KOPENHAGA";"102";"56_3485";"2012-11-05 15:00:09"
"196";"LAS CZESKI";"1";"9_38753";"2012-11-05 15:00:10"
"197";"LIWLANDIA";"106";"6121_38447";"2012-11-05 15:00:09"
"198";"ŁATGALIA";"106";"6121_38450";"2012-11-05 15:00:09"
"199";"ZŁOTE PIASKI";"24";"3_191";"2012-11-05 15:00:07"
"200";"JEZIORO GARDA";"93";"44_1274";"2012-11-05 15:00:10"
"201";"MAINE";"16";"3629_38666";"2012-11-05 15:00:10"
"202";"BELGIA";"0";"285:";"2012-11-05 15:00:11"
"203";"LIMBURGIA";"202";"285_6533";"2012-11-05 15:00:10"
"204";"POŁUDNIOWA PROWINCJA";"148";"36_4105";"2012-11-05 15:00:08"
"205";"SAAREMAA";"70";"65_9764";"2012-11-05 15:00:09"
"206";"UKRAINA";"0";"40:";"2012-11-05 15:00:10"
"207";"KRYM";"206";"40_2978";"2012-11-05 15:00:09"
"208";"POŁUDNIOWA DAKOTA";"16";"3629_38392";"2012-10-28 06:00:01"
"209";"NEAPOL";"93";"44_1507";"2012-11-05 15:00:10"
"210";"LOMBARDIA";"93";"44_1219";"2012-11-05 15:00:10"
"211";"PELOPONEZ";"90";"14_1493";"2012-11-05 15:00:11"
"212";"ISLANDIA";"0";"286:";"2012-11-05 15:00:10"
"213";"REYKJAVIK";"212";"286_3777";"2012-11-05 15:00:09"
"214";"PRZYL?DEK WSCHODNI";"166";"2598_38352";"2012-11-05 15:00:10"
"215";"MONTANA";"16";"3629_38443";"2012-11-05 15:00:10"
"216";"APULIA";"93";"44_2059";"2012-11-05 15:00:10"
"217";"JORDANIA";"0";"55:";"2012-11-05 15:00:11"
"218";"DOLINA PETRY";"217";"55_38749";"2012-11-05 15:00:09"
"219";"LIMASSOL";"76";"6_100";"2012-11-05 15:00:09"
"220";"THASSOS";"90";"14_177";"2012-11-05 15:00:01"
"221";"SANTORINI";"90";"14_2980";"2012-11-05 15:00:11"
"222";"WYOMING";"16";"3629_38463";"2012-11-05 15:00:11"
"223";"WYBRZEŻE MORZA CZARNEGO";"140";"32_2068";"2012-11-05 15:00:08"
"224";"WSCHODNIA PROWINCJA";"148";"36_6530";"2012-11-05 15:00:09"
"225";"GÓRY IZERSKIE";"1";"9_4164";"2012-11-05 15:00:10"
"226";"ALPY FRANCUSKIE";"22";"13_1447";"2012-11-05 15:00:10"
"227";"JEZIORO COMER";"93";"44_3809";"2012-11-05 15:00:10"
"228";"REUNION";"0";"2501:";"2012-11-05 15:00:09"
"229";"REUNION";"228";"2501_2506";"2012-11-05 15:00:09"
"230";"DODEKANEZ";"90";"14_38368";"2012-10-28 06:00:01"
"231";"SHARM EL SHEIKH";"88";"11_154";"2012-11-05 15:00:10"
"232";"EMILIA-ROMANIA";"93";"44_37898";"2012-11-05 15:00:11"
"233";"WYSOKIE TATRY";"10";"61_1104";"2012-11-05 15:00:10"
"234";"DALMACJA POŁUDNIOWA";"7";"5_1749";"2012-11-05 15:00:10"
"235";"KEMER";"33";"39_73";"2012-11-05 15:00:09"
"236";"PLAYA DEL CARMEN";"182";"29_727";"2012-11-05 15:00:10"
"237";"TENNESSEE";"16";"3629_38423";"2012-11-05 15:00:11"
"238";"BARCELONA";"28";"15_1474";"2012-11-05 15:00:10"
"239";"LAZIO";"93";"44_1858";"2012-11-05 15:00:10"
"240";"MAURITIUS";"0";"28:";"2012-11-05 15:00:11"
"241";"WYBRZEŻE PÓŁNOCNE";"240";"28_1304";"2012-11-05 15:00:11"
"242";"KENIA";"0";"19:";"2012-11-05 15:00:11"
"243";"WYBRZE?E MOMBASY";"242";"19_39203";"2012-11-05 15:00:11"
"244";"VIRUMAA";"70";"65_38913";"2012-11-05 15:00:09"
"245";"COSTA AZAHAR";"28";"15_2436";"2012-11-05 15:00:10"
"246";"BRANDENBURGIA";"41";"58_3390";"2012-11-05 15:00:10"
"247";"QUEBECK";"56";"414_9568";"2012-11-05 15:00:11"
"248";"NAMIBIA";"0";"2602:";"2012-11-05 15:00:11"
"249";"ERONGO";"248";"2602_38544";"2012-11-05 15:00:09"
"250";"LITWA";"0";"22:";"2012-11-05 15:00:10"
"251";"WILNO";"250";"22_957";"2012-11-05 15:00:09"
"252";"KOSTARYKA";"0";"416:";"2012-11-05 15:00:11"
"253";"SAN JOSE";"252";"416_2834";"2012-11-05 15:00:09"
"254";"BRETANIA";"22";"13_3769";"2012-11-05 15:00:10"
"255";"";"0";"264:";"2012-11-05 15:00:10"
"256";"";"255";"264_1411";"2012-11-05 15:00:10"
"257";"BIAŁORUŚ";"0";"5767:";"2012-11-05 15:00:10"
"258";"MOHYLEWSKI";"257";"5767_39108";"2012-11-05 15:00:09"
"259";"MARMARIS";"33";"39_196";"2012-11-05 15:00:11"
"260";"UMBRIA";"93";"44_1494";"2012-11-05 15:00:10"
"261";"LITWA ZACHODNIA";"250";"22_38437";"2012-11-05 15:00:09"
"262";"ALASKA";"16";"3629_2553";"2012-11-05 15:00:10"
"263";"BALATON";"64";"41_1109";"2012-11-05 15:00:10"
"264";"KUBA";"0";"21:";"2012-11-05 15:00:11"
"265";"HAWANA";"264";"21_2065";"2012-11-05 15:00:11"
"266";"HOLGUIN";"264";"21_3941";"2012-11-05 15:00:11"
"267";"TRANSWAL";"166";"2598_38349";"2012-11-05 15:00:10"
"268";"TATRY";"100";"59_2695";"2012-11-05 15:00:10"
"269";"NOWY MEKSYK";"16";"3629_38393";"2012-11-05 15:00:10"
"270";"RIWIERA ADRIATYCKA";"93";"44_1223";"2012-11-05 15:00:10"
"271";"VENETO";"93";"44_1260";"2012-11-05 15:00:10"
"272";"MEDIOLAN";"93";"44_2879";"2012-11-05 15:00:10"
"273";"SANTO ANTAO";"157";"801_40847";"2012-11-05 15:00:09"
"274";"WYBRZE?E ?Ó?TE";"104";"197_39210";"2012-11-05 15:00:09"
"275";"JOHANNESBURG";"166";"2598_2729";"2012-11-05 15:00:11"
"276";"KARAIBY";"0";"3022:";"2012-11-05 15:00:11"
"277";"CURACAO";"276";"3022_3117";"2012-11-05 15:00:09"
"278";"ZAKYNTHOS";"90";"14_1066";"2012-11-05 15:00:11"
"279";"ISTAMBUŁ";"33";"39_3326";"2012-11-05 15:00:10"
"280";"AMMAN";"217";"55_1845";"2012-11-05 15:00:11"
"281";"MA AN";"217";"55_39447";"2012-11-05 15:00:10"
"282";"PÓŁWYSEP MALAJSKI";"175";"2599_4583";"2012-11-05 15:00:10"
"283";"TROPICAL ISLANDS";"41";"58_3648";"2012-11-05 15:00:10"
"284";"MAŁA FATRA";"10";"61_4028";"2012-11-05 15:00:11"
"285";"NORMANDIA";"22";"13_4483";"2012-11-05 15:00:10"
"286";"PÓŁNOCNA JUTLANDIA";"102";"56_6597";"2012-11-05 15:00:10"
"287";"KARLOVE VARY";"1";"9_3973";"2012-11-05 15:00:10"
"288";"GÓRNA AUSTRIA";"58";"1_2292";"2012-11-05 15:00:10"
"289";"LAANEMAA";"70";"65_38908";"2012-11-05 15:00:09"
"290";"FOGO";"157";"801_38456";"2012-11-05 15:00:09"
"291";"ZIEMIA SALZBURSKA";"58";"1_4026";"2012-11-05 15:00:10"
"292";"WENECJA";"93";"44_1597";"2012-11-05 15:00:10"
"293";"LITWA PÓŁNOCNA";"250";"22_38470";"2012-11-05 15:00:09"
"294";"BRZESKI";"257";"5767_39109";"2012-11-05 15:00:09"
"295";"BAZYLIKATA";"93";"44_38362";"2012-11-05 15:00:11"
"296";"WASZYNGTON D. C.";"16";"3629_38439";"2012-11-05 15:00:11"
"297";"POMORZE";"100";"59_615";"2012-11-05 15:00:10"
"298";"TEXAS";"16";"3629_7736";"2012-11-05 15:00:10"
"299";"OREGON";"16";"3629_38389";"2012-11-05 15:00:11"
"300";"BOA VISTA";"157";"801_38431";"2012-11-05 15:00:10"
"301";"BUKARESZT";"140";"32_37964";"2012-11-05 15:00:11"
"302";"WĘGRY PÓŁNOCNE";"64";"41_3389";"2012-11-05 15:00:09"
"303";"YUKON";"56";"414_8823";"2012-10-28 06:00:01"
"304";"MINORKA";"28";"15_3700";"2012-11-05 15:00:10"
"305";"MADRYT";"28";"15_1492";"2012-11-05 15:00:10"
"306";"NAMUR";"202";"285_6535";"2012-11-05 15:00:10"
"307";"WARMIA I MAZURY";"100";"59_3032";"2012-11-05 15:00:10"
"308";"EMIRATY ARABSKIE";"0";"372:";"2012-11-05 15:00:11"
"309";"DUBAJ";"308";"372_46";"2012-11-05 15:00:11"
"310";"ABRUZJA";"93";"44_1772";"2012-11-05 15:00:10"
"311";"TRYNIDAD I TOBAGO";"0";"37863:";"2012-11-05 15:00:09"
"312";"TOBAGO";"311";"37863_9497";"2012-11-05 15:00:09"
"313";"STYRIA";"58";"1_2320";"2012-11-05 15:00:10"
"314";"MAŁOPOLSKA";"100";"59_2626";"2012-11-05 15:00:10"
"315";"LITWA ŚRODKOWA";"250";"22_38438";"2012-11-05 15:00:09"
